externalcode;identificationstate;state
12656776;;ACTIVE
12656783;;ACTIVE
12657032;;ACTIVE
12657124;;ACTIVE
12657155;;ACTIVE
12657162;;ACTIVE
12657209;;ACTIVE
12657247;FULL;ACTIVE
12657346;;ACTIVE
12657438;;ACTIVE
12657469;;ACTIVE
12657582;;ACTIVE
12657605;;ACTIVE
12657681;FULL;ACTIVE
12657704;FULL;ACTIVE
12657759;;ACTIVE
12657773;FULL;ACTIVE
12657827;;ACTIVE
12657889;FULL;ACTIVE
12658008;;ACTIVE
12658206;FULL;ACTIVE
12658329;;ACTIVE
12658343;FULL;ACTIVE
12658459;FULL;ACTIVE
12658640;FULL;ACTIVE
12658695;FULL;ACTIVE
12658961;;ACTIVE
12658985;LIMITED;ACTIVE
12658992;;ACTIVE
12659029;FULL;ACTIVE
12659074;FULL;ACTIVE
12659081;FULL;ACTIVE
12659098;FULL;ACTIVE
12659197;FULL;ACTIVE
12659241;FULL;ACTIVE
12659258;;ACTIVE
12659357;FULL;ACTIVE
12659401;;ACTIVE
12659418;FULL;ACTIVE
12659449;;ACTIVE
12659517;FULL;ACTIVE
12659531;FULL;ACTIVE
12659623;FULL;ACTIVE
12659722;FULL;ACTIVE
12659753;FULL;ACTIVE
12659999;;ACTIVE
12660025;FULL;ACTIVE
12660032;FULL;ACTIVE
12660049;;ACTIVE
12660056;;ACTIVE
12660148;;ACTIVE
12660179;LIMITED;ACTIVE
12660247;NOTIDENTIFIED;ACTIVE
12660261;FULL;ACTIVE
12660407;FULL;ACTIVE
12660438;FULL;ACTIVE
12660742;;ACTIVE
12660841;FULL;ACTIVE
12660858;;ACTIVE
12661053;NOTIDENTIFIED;ACTIVE
12661121;;ACTIVE
12661176;FULL;ACTIVE
12661190;FULL;ACTIVE
12661220;FULL;ACTIVE
12661305;FULL;ACTIVE
12661374;FULL;ACTIVE
12661558;;ACTIVE
12661619;FULL;ACTIVE
12661831;;ACTIVE
12661985;;ACTIVE
12662043;;ACTIVE
12662050;FULL;ACTIVE
12662081;;ACTIVE
12662159;FULL;ACTIVE
12662166;FULL;ACTIVE
12662180;FULL;ACTIVE
12662210;FULL;ACTIVE
12662241;;ACTIVE
12662258;FULL;ACTIVE
12662272;;ACTIVE
12662333;;ACTIVE
12662340;;ACTIVE
12662357;FULL;ACTIVE
12662371;FULL;ACTIVE
12662418;FULL;ACTIVE
12662494;;ACTIVE
12662500;FULL;ACTIVE
12662647;FULL;ACTIVE
12662876;FULL;ACTIVE
12662890;;ACTIVE
12662920;;ACTIVE
12662937;FULL;ACTIVE
12662982;FULL;ACTIVE
12662999;;ACTIVE
12663002;;ACTIVE
12663033;FULL;ACTIVE
12663187;FULL;ACTIVE
12663255;FULL;ACTIVE
12663286;FULL;ACTIVE
12663293;FULL;ACTIVE
12663316;FULL;ACTIVE
12663385;FULL;ACTIVE
12663392;FULL;ACTIVE
12663415;;ACTIVE
12663484;;ACTIVE
12663538;;ACTIVE
12663583;FULL;ACTIVE
12663613;FULL;ACTIVE
12663620;FULL;ACTIVE
12663644;FULL;ACTIVE
12663705;FULL;ACTIVE
12663729;FULL;ACTIVE
12663767;NOTIDENTIFIED;ACTIVE
12663774;FULL;ACTIVE
12663781;FULL;ACTIVE
12663804;;ACTIVE
12663897;FULL;ACTIVE
12663934;FULL;ACTIVE
12663989;FULL;ACTIVE
12664009;;ACTIVE
12664023;FULL;ACTIVE
12664085;FULL;ACTIVE
12664092;FULL;ACTIVE
12664108;;ACTIVE
12664153;FULL;ACTIVE
12664214;FULL;ACTIVE
12664221;FULL;ACTIVE
12664283;FULL;ACTIVE
12664306;;ACTIVE
12664344;;ACTIVE
12664405;FULL;ACTIVE
12664412;;ACTIVE
12664429;FULL;ACTIVE
12664436;FULL;ACTIVE
12664443;FULL;ACTIVE
12664528;FULL;ACTIVE
12664542;;ACTIVE
12664566;;ACTIVE
12664627;;ACTIVE
12664658;FULL;ACTIVE
12664689;;ACTIVE
12664757;FULL;ACTIVE
12664764;FULL;ACTIVE
12664771;FULL;ACTIVE
12664788;FULL;ACTIVE
12664795;FULL;ACTIVE
12664825;FULL;ACTIVE
12664856;FULL;ACTIVE
12664979;FULL;ACTIVE
12664993;FULL;ACTIVE
12665013;FULL;ACTIVE
12665037;FULL;ACTIVE
12665105;;ACTIVE
12665181;FULL;ACTIVE
12665204;FULL;ACTIVE
12665228;FULL;ACTIVE
12665259;FULL;ACTIVE
12665266;FULL;ACTIVE
12665273;FULL;ACTIVE
12665280;;ACTIVE
12665310;FULL;ACTIVE
12665334;FULL;ACTIVE
12665372;;ACTIVE
12665457;;ACTIVE
12665501;FULL;ACTIVE
12665525;;ACTIVE
12665570;FULL;ACTIVE
12665600;;ACTIVE
12665624;FULL;ACTIVE
12665662;FULL;ACTIVE
12665679;;ACTIVE
12665747;FULL;ACTIVE
12665754;FULL;ACTIVE
12665778;FULL;ACTIVE
12665792;;ACTIVE
12665808;FULL;ACTIVE
12665822;FULL;ACTIVE
12665846;;ACTIVE
12665877;FULL;ACTIVE
12665884;FULL;ACTIVE
12665891;FULL;ACTIVE
12665921;FULL;ACTIVE
12665969;FULL;ACTIVE
12665983;FULL;ACTIVE
12666027;FULL;ACTIVE
12666102;FULL;ACTIVE
12666126;FULL;ACTIVE
12666140;FULL;ACTIVE
12666218;FULL;ACTIVE
12666300;FULL;ACTIVE
12666317;FULL;ACTIVE
12666331;FULL;ACTIVE
12666393;FULL;ACTIVE
12666409;FULL;ACTIVE
12666454;FULL;ACTIVE
12666485;FULL;ACTIVE
12666515;FULL;ACTIVE
12666560;FULL;ACTIVE
12666614;;ACTIVE
12666638;;ACTIVE
12666690;;ACTIVE
12666720;FULL;ACTIVE
12666744;FULL;ACTIVE
12666768;FULL;ACTIVE
12666782;;ACTIVE
12666799;LIMITED;ACTIVE
12666812;;ACTIVE
12666867;FULL;ACTIVE
12666874;FULL;ACTIVE
12666911;FULL;ACTIVE
12666942;;ACTIVE
12666997;;ACTIVE
12667031;FULL;ACTIVE
12667079;FULL;ACTIVE
12667147;FULL;ACTIVE
12667154;FULL;ACTIVE
12667239;FULL;ACTIVE
12667253;FULL;ACTIVE
12667277;;ACTIVE
12667291;FULL;ACTIVE
12667314;;ACTIVE
12667338;FULL;ACTIVE
12667420;FULL;ACTIVE
12667444;;ACTIVE
12667505;;ACTIVE
12667529;FULL;ACTIVE
12667536;FULL;ACTIVE
12667543;FULL;ACTIVE
12667598;;ACTIVE
12667611;FULL;ACTIVE
12667642;FULL;ACTIVE
12667697;FULL;ACTIVE
12667703;;ACTIVE
12667765;;ACTIVE
12667871;FULL;ACTIVE
12667918;FULL;ACTIVE
12667925;FULL;ACTIVE
12667932;FULL;ACTIVE
12667949;FULL;ACTIVE
12668038;NOTIDENTIFIED;ACTIVE
12668069;;ACTIVE
12668151;FULL;ACTIVE
12668168;FULL;ACTIVE
12668175;;ACTIVE
12668199;;ACTIVE
12668229;;ACTIVE
12668298;FULL;ACTIVE
12668335;FULL;ACTIVE
12668410;FULL;ACTIVE
12668434;FULL;ACTIVE
12668441;FULL;ACTIVE
12668519;FULL;ACTIVE
12668557;;ACTIVE
12668625;;ACTIVE
12668663;FULL;ACTIVE
12668687;FULL;ACTIVE
12668731;;ACTIVE
12668755;;ACTIVE
12668762;FULL;ACTIVE
12668779;FULL;ACTIVE
12668816;FULL;ACTIVE
12668847;FULL;ACTIVE
12668892;;ACTIVE
12668908;FULL;ACTIVE
12668922;FULL;ACTIVE
12668939;FULL;ACTIVE
12668953;;ACTIVE
12669011;FULL;ACTIVE
12669059;;ACTIVE
12669080;;ACTIVE
12669110;;ACTIVE
12669127;FULL;ACTIVE
12669141;FULL;ACTIVE
12669158;FULL;ACTIVE
12669165;;ACTIVE
12669219;FULL;ACTIVE
12669233;;ACTIVE
12669257;FULL;ACTIVE
12669271;;ACTIVE
12669288;FULL;ACTIVE
12669295;NOTIDENTIFIED;ACTIVE
12669363;FULL;ACTIVE
12669370;NOTIDENTIFIED;ACTIVE
12669394;FULL;ACTIVE
12669400;FULL;ACTIVE
12669455;;ACTIVE
12669462;FULL;ACTIVE
12669486;FULL;ACTIVE
12669509;;ACTIVE
12669523;FULL;ACTIVE
12669561;FULL;ACTIVE
12669585;;ACTIVE
12669592;FULL;ACTIVE
12669622;FULL;ACTIVE
12669639;FULL;ACTIVE
12669646;FULL;ACTIVE
12669653;;ACTIVE
12669677;FULL;ACTIVE
12669684;FULL;ACTIVE
12669738;;ACTIVE
12669752;FULL;ACTIVE
12669776;FULL;ACTIVE
12669783;FULL;ACTIVE
12669790;FULL;ACTIVE
12669837;FULL;ACTIVE
12669875;FULL;ACTIVE
12669905;FULL;ACTIVE
12669912;;ACTIVE
12669929;FULL;ACTIVE
12669950;FULL;ACTIVE
12669967;FULL;ACTIVE
12670024;FULL;ACTIVE
12670062;FULL;ACTIVE
12670079;FULL;ACTIVE
12670130;;ACTIVE
12670147;FULL;ACTIVE
12670154;FULL;ACTIVE
12670161;FULL;ACTIVE
12670246;FULL;ACTIVE
12670277;FULL;ACTIVE
12670284;;ACTIVE
12670314;;ACTIVE
12670321;;ACTIVE
12670345;FULL;ACTIVE
12670376;FULL;ACTIVE
12670505;FULL;ACTIVE
12670529;;ACTIVE
12670543;FULL;ACTIVE
12670574;FULL;ACTIVE
12670581;;ACTIVE
12670598;;ACTIVE
12670611;FULL;ACTIVE
12670628;FULL;ACTIVE
12670642;FULL;ACTIVE
12670659;;ACTIVE
12670666;FULL;ACTIVE
12670949;FULL;ACTIVE
12670956;FULL;ACTIVE
12671038;FULL;ACTIVE
12671052;FULL;ACTIVE
12671083;FULL;ACTIVE
12671182;;ACTIVE
12671205;;ACTIVE
12671229;FULL;ACTIVE
12671274;FULL;ACTIVE
12671298;FULL;ACTIVE
12671304;FULL;ACTIVE
12671311;;ACTIVE
12671335;;ACTIVE
12671359;FULL;ACTIVE
12671373;FULL;ACTIVE
12671397;FULL;ACTIVE
12671410;;ACTIVE
12671427;;ACTIVE
12671489;;ACTIVE
12671496;FULL;ACTIVE
12671502;FULL;ACTIVE
12671519;FULL;ACTIVE
12671526;FULL;ACTIVE
12671557;FULL;ACTIVE
12671649;FULL;ACTIVE
12671656;FULL;ACTIVE
12671663;FULL;ACTIVE
12671687;FULL;ACTIVE
12671700;FULL;ACTIVE
12671724;;ACTIVE
12671830;FULL;ACTIVE
12671854;FULL;ACTIVE
12671878;;ACTIVE
12671922;FULL;ACTIVE
12671960;FULL;ACTIVE
12671977;FULL;ACTIVE
12672042;FULL;ACTIVE
12672073;FULL;ACTIVE
12672080;FULL;ACTIVE
12672134;FULL;ACTIVE
12672172;FULL;ACTIVE
12672189;NOTIDENTIFIED;ACTIVE
12672257;FULL;ACTIVE
12672271;;ACTIVE
12672295;FULL;ACTIVE
12672301;FULL;ACTIVE
12672394;FULL;ACTIVE
12672424;NOTIDENTIFIED;ACTIVE
12672431;FULL;ACTIVE
12672479;FULL;ACTIVE
12672530;FULL;ACTIVE
12672554;FULL;ACTIVE
12672561;FULL;ACTIVE
12672653;FULL;ACTIVE
12672677;;ACTIVE
12672684;FULL;ACTIVE
12672721;;ACTIVE
12672776;;ACTIVE
12672851;FULL;ACTIVE
12672899;FULL;ACTIVE
12672912;FULL;ACTIVE
12672936;FULL;ACTIVE
12672950;;ACTIVE
12672981;FULL;ACTIVE
12673025;;ACTIVE
12673100;FULL;ACTIVE
12673148;FULL;ACTIVE
12673155;;ACTIVE
12673162;FULL;ACTIVE
12673209;;ACTIVE
12673339;;ACTIVE
12673346;NOTIDENTIFIED;ACTIVE
12673445;;ACTIVE
12673476;FULL;ACTIVE
12673506;;ACTIVE
12673643;FULL;ACTIVE
12673735;;ACTIVE
12673773;FULL;ACTIVE
12673841;FULL;ACTIVE
12673872;FULL;ACTIVE
12673940;;ACTIVE
12673964;FULL;ACTIVE
12673988;FULL;ACTIVE
12674008;;ACTIVE
12674015;FULL;ACTIVE
12674060;FULL;ACTIVE
12674084;FULL;ACTIVE
12674091;FULL;ACTIVE
12674145;FULL;ACTIVE
12674176;FULL;ACTIVE
12674190;FULL;ACTIVE
12674220;;ACTIVE
12674251;FULL;ACTIVE
12674268;FULL;ACTIVE
12674275;FULL;ACTIVE
12674312;FULL;ACTIVE
12674350;FULL;ACTIVE
12674404;FULL;ACTIVE
12674442;;ACTIVE
12674497;LIMITED;ACTIVE
12674602;FULL;ACTIVE
12674664;FULL;ACTIVE
12674763;FULL;ACTIVE
12674770;FULL;ACTIVE
12674794;FULL;ACTIVE
12674800;;ACTIVE
12674824;FULL;ACTIVE
12674909;;ACTIVE
12674916;FULL;ACTIVE
12674923;FULL;ACTIVE
12674947;FULL;ACTIVE
12674961;;ACTIVE
12674992;;ACTIVE
12675005;;ACTIVE
12675012;;ACTIVE
12675036;FULL;ACTIVE
12675210;;ACTIVE
12675227;FULL;ACTIVE
12675265;NOTIDENTIFIED;ACTIVE
12675302;;ACTIVE
12675340;FULL;ACTIVE
12675364;FULL;ACTIVE
12675371;FULL;ACTIVE
12675449;FULL;ACTIVE
12675555;FULL;ACTIVE
12675562;FULL;ACTIVE
12675623;FULL;ACTIVE
12675647;;ACTIVE
12675739;FULL;ACTIVE
12675807;FULL;ACTIVE
12675814;FULL;ACTIVE
12675838;;ACTIVE
12675937;;ACTIVE
12675975;FULL;ACTIVE
12676040;FULL;ACTIVE
12676118;FULL;ACTIVE
12676187;;ACTIVE
12676217;FULL;ACTIVE
12676224;FULL;ACTIVE
12676309;FULL;ACTIVE
12676316;FULL;ACTIVE
12676347;FULL;ACTIVE
12676392;;ACTIVE
12676439;NOTIDENTIFIED;ACTIVE
12676545;FULL;ACTIVE
12676590;;ACTIVE
12676668;FULL;ACTIVE
12676729;;ACTIVE
12676767;FULL;ACTIVE
12676811;FULL;ACTIVE
12676859;FULL;ACTIVE
12676866;FULL;ACTIVE
12676880;FULL;ACTIVE
12676934;FULL;ACTIVE
12677016;;ACTIVE
12677054;FULL;ACTIVE
12677160;FULL;ACTIVE
12677184;;ACTIVE
12677252;;ACTIVE
12677306;FULL;ACTIVE
12677368;LIMITED;ACTIVE
12677405;;ACTIVE
12677412;;ACTIVE
12677450;;ACTIVE
12677498;;ACTIVE
12677511;;ACTIVE
12677535;FULL;ACTIVE
12677559;FULL;ACTIVE
12677597;;ACTIVE
12677689;;ACTIVE
12677696;FULL;ACTIVE
12677733;;ACTIVE
12677757;FULL;ACTIVE
12677856;FULL;ACTIVE
12677887;FULL;ACTIVE
12677955;;ACTIVE
12677962;;ACTIVE
12677979;;ACTIVE
12678006;;ACTIVE
12678112;FULL;ACTIVE
12678129;NOTIDENTIFIED;ACTIVE
12678136;;ACTIVE
12678235;NOTIDENTIFIED;ACTIVE
12678266;FULL;ACTIVE
12678372;FULL;ACTIVE
12678389;;ACTIVE
12678433;FULL;ACTIVE
12678549;NOTIDENTIFIED;ACTIVE
12678587;;ACTIVE
12678594;;ACTIVE
12678600;FULL;ACTIVE
12678624;FULL;ACTIVE
12678778;FULL;ACTIVE
12678884;;ACTIVE
12678921;;ACTIVE
12679027;;ACTIVE
12679188;;ACTIVE
12679201;FULL;ACTIVE
12679317;;ACTIVE
12679331;;ACTIVE
12679393;;ACTIVE
12679430;FULL;ACTIVE
12679461;FULL;ACTIVE
12679546;NOTIDENTIFIED;ACTIVE
12679607;;ACTIVE
12679638;;ACTIVE
12679690;FULL;ACTIVE
12679805;NOTIDENTIFIED;ACTIVE
12679850;FULL;ACTIVE
12679867;FULL;ACTIVE
12679959;NOTIDENTIFIED;ACTIVE
12679980;FULL;ACTIVE
12680085;;ACTIVE
12680221;FULL;ACTIVE
12680252;FULL;ACTIVE
12680306;FULL;ACTIVE
12680313;FULL;ACTIVE
12680320;FULL;ACTIVE
12680337;;ACTIVE
12680344;FULL;ACTIVE
12680429;FULL;ACTIVE
12680535;;ACTIVE
12680542;;ACTIVE
12680559;FULL;ACTIVE
12680566;FULL;ACTIVE
12680627;FULL;ACTIVE
12680726;;ACTIVE
12680757;;ACTIVE
12680764;FULL;ACTIVE
12680771;;ACTIVE
12680801;;ACTIVE
12680832;;ACTIVE
12680894;FULL;ACTIVE
12680917;FULL;ACTIVE
12680924;FULL;ACTIVE
12681006;NOTIDENTIFIED;ACTIVE
12681013;;ACTIVE
12681129;;ACTIVE
12681167;FULL;ACTIVE
12681174;FULL;ACTIVE
12681204;FULL;ACTIVE
12681211;FULL;ACTIVE
12681297;FULL;ACTIVE
12681303;FULL;ACTIVE
12681358;FULL;ACTIVE
12681389;FULL;ACTIVE
12681495;FULL;ACTIVE
12681501;FULL;ACTIVE
12681525;FULL;ACTIVE
12681549;;ACTIVE
12681617;FULL;ACTIVE
12681648;;ACTIVE
12681686;FULL;ACTIVE
12681785;;ACTIVE
12681969;FULL;ACTIVE
12682034;FULL;ACTIVE
12682041;;ACTIVE
12682072;;ACTIVE
12682096;;ACTIVE
12682409;FULL;ACTIVE
12682454;;ACTIVE
12682492;;ACTIVE
12682508;;ACTIVE
12682560;;ACTIVE
12682638;;ACTIVE
12682645;;ACTIVE
12682676;FULL;ACTIVE
12682683;FULL;ACTIVE
12682690;FULL;ACTIVE
12682713;FULL;ACTIVE
12682737;FULL;ACTIVE
12682744;;ACTIVE
12682751;FULL;ACTIVE
12682782;FULL;ACTIVE
12682799;FULL;ACTIVE
12682867;FULL;ACTIVE
12682874;;ACTIVE
12682881;FULL;ACTIVE
12682898;FULL;ACTIVE
12682911;FULL;ACTIVE
12682935;FULL;ACTIVE
12682942;;ACTIVE
12682966;FULL;ACTIVE
12682997;FULL;ACTIVE
12683017;;ACTIVE
12683024;FULL;ACTIVE
12683055;FULL;ACTIVE
12683093;FULL;ACTIVE
12683109;;ACTIVE
12683154;;ACTIVE
12683161;FULL;ACTIVE
12683239;NOTIDENTIFIED;ACTIVE
12683338;FULL;ACTIVE
12683376;FULL;ACTIVE
12683413;FULL;ACTIVE
12683420;LIMITED;ACTIVE
12683451;FULL;ACTIVE
12683505;FULL;ACTIVE
12683512;FULL;ACTIVE
12683536;FULL;ACTIVE
12683550;FULL;ACTIVE
12683567;;ACTIVE
12683628;FULL;ACTIVE
12683666;FULL;ACTIVE
12683673;FULL;ACTIVE
12683741;FULL;ACTIVE
12683772;FULL;ACTIVE
12683796;;ACTIVE
12683802;FULL;ACTIVE
12683826;;ACTIVE
12683833;;ACTIVE
12683840;;ACTIVE
12683864;;ACTIVE
12683888;;ACTIVE
12683895;FULL;ACTIVE
12683901;FULL;ACTIVE
12683932;FULL;ACTIVE
12683956;FULL;REMOVED
12683987;;ACTIVE
12683994;FULL;ACTIVE
12684038;;ACTIVE
12684052;FULL;ACTIVE
12684083;;ACTIVE
12684106;FULL;ACTIVE
12684113;FULL;ACTIVE
12684144;;ACTIVE
12684151;FULL;ACTIVE
12684205;FULL;ACTIVE
12684243;;ACTIVE
12684267;LIMITED;ACTIVE
12684304;FULL;ACTIVE
12684311;FULL;ACTIVE
12684397;FULL;ACTIVE
12684427;;ACTIVE
12684489;FULL;ACTIVE
12684502;;ACTIVE
12684519;;ACTIVE
12684526;FULL;ACTIVE
12684557;FULL;ACTIVE
12684595;;ACTIVE
12684656;FULL;ACTIVE
12684663;FULL;ACTIVE
12684670;FULL;ACTIVE
12684687;FULL;ACTIVE
12684694;NOTIDENTIFIED;ACTIVE
12684731;;ACTIVE
12684830;;ACTIVE
12684861;FULL;ACTIVE
12684892;FULL;ACTIVE
12684946;FULL;ACTIVE
12684953;NOTIDENTIFIED;ACTIVE
12684984;FULL;ACTIVE
12685004;FULL;ACTIVE
12685035;;ACTIVE
12685097;FULL;ACTIVE
12685103;;ACTIVE
12685257;FULL;ACTIVE
12685271;FULL;ACTIVE
12685295;;ACTIVE
12685301;FULL;ACTIVE
12685325;FULL;ACTIVE
12685349;FULL;ACTIVE
12685394;;ACTIVE
12685417;FULL;ACTIVE
12685424;FULL;ACTIVE
12685448;FULL;ACTIVE
12685455;FULL;ACTIVE
12685462;FULL;ACTIVE
12685493;NOTIDENTIFIED;ACTIVE
12685523;FULL;ACTIVE
12685530;FULL;ACTIVE
12685561;;ACTIVE
12685578;FULL;ACTIVE
12685592;FULL;ACTIVE
12685622;FULL;ACTIVE
12685677;FULL;ACTIVE
12685691;;ACTIVE
12685714;;ACTIVE
12685738;FULL;ACTIVE
12685790;FULL;ACTIVE
12685868;FULL;ACTIVE
12685875;;ACTIVE
12685929;FULL;ACTIVE
12685936;FULL;ACTIVE
12685967;FULL;ACTIVE
12685974;FULL;ACTIVE
12685998;FULL;ACTIVE
12686001;FULL;ACTIVE
12686018;;ACTIVE
12686032;;ACTIVE
12686049;FULL;ACTIVE
12686087;FULL;ACTIVE
12686094;;ACTIVE
12686155;;ACTIVE
12686216;FULL;ACTIVE
12686223;FULL;ACTIVE
12686308;FULL;ACTIVE
12686339;;ACTIVE
12686346;FULL;ACTIVE
12686360;FULL;ACTIVE
12686469;FULL;ACTIVE
12686513;FULL;ACTIVE
12686605;FULL;ACTIVE
12686636;FULL;ACTIVE
12686711;FULL;ACTIVE
12686797;FULL;ACTIVE
12686803;;ACTIVE
12686810;FULL;ACTIVE
12686841;FULL;ACTIVE
12686858;FULL;ACTIVE
12686865;FULL;ACTIVE
12686872;FULL;ACTIVE
12686896;FULL;ACTIVE
12686902;FULL;ACTIVE
12686940;FULL;ACTIVE
12687022;FULL;ACTIVE
12687039;;ACTIVE
12687046;FULL;ACTIVE
12687053;FULL;ACTIVE
12687084;FULL;ACTIVE
12687114;FULL;ACTIVE
12687138;FULL;ACTIVE
12687169;FULL;ACTIVE
12687251;FULL;ACTIVE
12687282;FULL;ACTIVE
12687299;FULL;ACTIVE
12687398;FULL;ACTIVE
12687411;FULL;ACTIVE
12687534;FULL;ACTIVE
12687572;;ACTIVE
12687589;FULL;ACTIVE
12687596;NOTIDENTIFIED;ACTIVE
12687633;FULL;ACTIVE
12687657;FULL;ACTIVE
12687664;FULL;ACTIVE
12687671;FULL;ACTIVE
12687688;FULL;ACTIVE
12687695;FULL;ACTIVE
12687701;;ACTIVE
12687725;;ACTIVE
12687756;;ACTIVE
12687770;FULL;ACTIVE
12687824;;ACTIVE
12687848;FULL;ACTIVE
12687916;FULL;ACTIVE
12687923;FULL;ACTIVE
12687961;NOTIDENTIFIED;ACTIVE
12687985;FULL;ACTIVE
12688036;FULL;ACTIVE
12688050;FULL;ACTIVE
12688067;FULL;ACTIVE
12688128;;ACTIVE
12688135;FULL;ACTIVE
12688166;FULL;ACTIVE
12688197;FULL;ACTIVE
12688227;;ACTIVE
12688272;FULL;ACTIVE
12688296;FULL;ACTIVE
12688319;FULL;ACTIVE
12688357;FULL;ACTIVE
12688395;;ACTIVE
12688463;FULL;ACTIVE
12688470;;ACTIVE
12688524;FULL;ACTIVE
12688555;FULL;ACTIVE
12688586;FULL;ACTIVE
12688593;FULL;ACTIVE
12688661;;ACTIVE
12688708;FULL;ACTIVE
12688715;FULL;ACTIVE
12688753;;ACTIVE
12688791;FULL;ACTIVE
12688807;FULL;ACTIVE
12688838;;ACTIVE
12688845;FULL;ACTIVE
12688876;FULL;ACTIVE
12688906;FULL;ACTIVE
12688937;FULL;ACTIVE
12688951;;ACTIVE
12689002;;ACTIVE
12689026;;ACTIVE
12689040;;ACTIVE
12689064;FULL;ACTIVE
12689071;NOTIDENTIFIED;ACTIVE
12689118;FULL;ACTIVE
12689156;FULL;ACTIVE
12689187;FULL;ACTIVE
12689200;;ACTIVE
12689217;FULL;ACTIVE
12689224;FULL;ACTIVE
12689248;;ACTIVE
12689286;FULL;ACTIVE
12689361;FULL;ACTIVE
12689422;FULL;ACTIVE
12689439;FULL;ACTIVE
12689460;FULL;ACTIVE
12689521;;ACTIVE
12689538;;ACTIVE
12689644;;ACTIVE
12689651;FULL;ACTIVE
12689675;FULL;ACTIVE
12689743;FULL;ACTIVE
12689781;FULL;ACTIVE
12689811;FULL;ACTIVE
12689835;FULL;ACTIVE
12689842;FULL;ACTIVE
12689866;;ACTIVE
12689880;FULL;ACTIVE
12689941;FULL;ACTIVE
12689989;FULL;ACTIVE
12690008;FULL;ACTIVE
12690046;FULL;ACTIVE
12690060;FULL;ACTIVE
12690077;FULL;ACTIVE
12690138;FULL;ACTIVE
12690169;FULL;ACTIVE
12690190;FULL;ACTIVE
12690213;FULL;ACTIVE
12690220;;ACTIVE
12690237;;ACTIVE
12690244;FULL;ACTIVE
12690299;FULL;REMOVED
12690312;;ACTIVE
12690411;;ACTIVE
12690435;;ACTIVE
12690442;FULL;ACTIVE
12690459;FULL;ACTIVE
12690497;;ACTIVE
12690596;FULL;ACTIVE
12690619;FULL;ACTIVE
12690633;;ACTIVE
12690695;FULL;ACTIVE
12690718;FULL;ACTIVE
12690763;;ACTIVE
12690770;FULL;ACTIVE
12690794;FULL;ACTIVE
12690817;FULL;ACTIVE
12690848;;ACTIVE
12690855;;ACTIVE
12690893;FULL;ACTIVE
12690954;FULL;ACTIVE
12691005;FULL;ACTIVE
12691012;FULL;ACTIVE
12691142;FULL;ACTIVE
12691227;;ACTIVE
12691241;FULL;ACTIVE
12691272;;ACTIVE
12691289;FULL;ACTIVE
12691357;FULL;ACTIVE
12691425;FULL;ACTIVE
12691562;;ACTIVE
12691616;FULL;ACTIVE
12691654;FULL;ACTIVE
12691708;FULL;ACTIVE
12691739;FULL;ACTIVE
12691753;FULL;ACTIVE
12692118;;ACTIVE
12692187;FULL;ACTIVE
12692200;FULL;ACTIVE
12692231;;ACTIVE
12692293;FULL;ACTIVE
12692309;FULL;ACTIVE
12692354;FULL;ACTIVE
12692392;FULL;ACTIVE
12692453;FULL;ACTIVE
12692521;FULL;ACTIVE
12692682;FULL;ACTIVE
12692699;FULL;ACTIVE
12692897;;ACTIVE
12693078;FULL;ACTIVE
12693092;FULL;ACTIVE
12693344;;ACTIVE
12693429;FULL;ACTIVE
12693467;FULL;ACTIVE
12693559;FULL;ACTIVE
12693597;;ACTIVE
12693610;FULL;ACTIVE
12693641;FULL;ACTIVE
12693726;FULL;ACTIVE
12693740;FULL;ACTIVE
12693870;FULL;ACTIVE
12693931;FULL;ACTIVE
12694006;;ACTIVE
12694051;FULL;ACTIVE
12694150;;ACTIVE
12694174;;ACTIVE
12694204;FULL;ACTIVE
12694211;FULL;ACTIVE
12694266;FULL;ACTIVE
12694389;FULL;ACTIVE
12694419;FULL;ACTIVE
12694426;FULL;ACTIVE
12694440;;ACTIVE
12694457;;ACTIVE
12694563;FULL;ACTIVE
12694594;;ACTIVE
12694747;FULL;ACTIVE
12694839;NOTIDENTIFIED;ACTIVE
12694891;FULL;ACTIVE
12694907;FULL;ACTIVE
12694914;;ACTIVE
12694952;FULL;ACTIVE
12695034;;ACTIVE
12695041;;ACTIVE
12695119;;ACTIVE
12695126;FULL;ACTIVE
12695133;FULL;ACTIVE
12695157;FULL;ACTIVE
12695294;;ACTIVE
12695317;FULL;ACTIVE
12695454;FULL;ACTIVE
12695553;FULL;ACTIVE
12695591;FULL;ACTIVE
12695645;;ACTIVE
12695782;FULL;ACTIVE
12695799;;ACTIVE
12695805;FULL;ACTIVE
12695829;FULL;ACTIVE
12695850;;ACTIVE
12695904;;ACTIVE
12695959;;ACTIVE
12695997;FULL;ACTIVE
12696031;FULL;ACTIVE
12696055;FULL;ACTIVE
12696062;;ACTIVE
12696086;FULL;ACTIVE
12696130;NOTIDENTIFIED;ACTIVE
12696307;FULL;ACTIVE
12696321;FULL;ACTIVE
12696352;FULL;ACTIVE
12696420;FULL;ACTIVE
12696437;FULL;ACTIVE
12696499;FULL;ACTIVE
12696598;FULL;ACTIVE
12696673;;ACTIVE
12696697;;ACTIVE
12696796;;ACTIVE
12696857;FULL;ACTIVE
12696864;FULL;ACTIVE
12696925;;ACTIVE
12696949;;ACTIVE
